ToM;MwD;MwoD;NoDiAVGAll;NoDiAVG;SDAll;SD;M1;Mm1;Mm2;Mm3;Mm4;Mm5;Mm10;Mm20
0;0;0;nan;nan;nan;nan;0;0;0;0;0;0;0;0
