ToM;MwD;MwoD;NoDiAVGAll;NoDiAVG;SDAll;SD;M1;Mm1;Mm2;Mm3;Mm4;Mm5;Mm10;Mm20
1084;266;818;1.0498154981549817;4.2781954887218046;6.2685378188715157;12.096326033579617;113;153;98;66;47;34;16;8
