Method_FQDN;Declared_vars;NoDDe;DDe_vars;DDe_features;NoADe;ADe_vars;ADe_features;Has_dependencies
ptydata.readPtyData;screen, size, save_err, i, select_mask, data, xw;28;select_mask, xw, data, size, screen, save_err;|Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), Mandatory<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), Mandatory<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), Mandatory<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), Mandatory<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE|;5;size;|VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->(defined(i386) && defined(SVR4) && defined(sun)) |||| defined(__CYGWIN__), VMS<->Mandatory, VMS<->OPT_TRACE|;1
charproc.VTGraphicsOrNoExpose;screen, event;0;;;0;;;0
xtermcap.keyIsDistinct;result, screen, k, fkey, xw, which;8;which, xw, result;Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS;6;xw, table, which, param, SHIFT;Mandatory<->OPT_TCAP_FKEYS, Mandatory<->OPT_TCAP_FKEYS, OPT_TCAP_FKEYS<->Mandatory, OPT_TCAP_FKEYS<->Mandatory, OPT_TCAP_FKEYS<->Mandatory, OPT_TCAP_FKEYS<->Mandatory;1
menu.obtain_menu;num, w;0;;;0;;;0
main.qsetlogin;v, login, ttyname;0;;;0;;;0
vms.mbx_read;status, size;0;;;0;;;0
Tekproc.TekRun;xw;0;;;0;;;0
fontutils.lookupFontSizes;n, xw;0;;;0;;;0
main.Version;;0;;;0;;;0
main.KeyboardMapping;GCC_UNUSED, event;0;;;0;;;0
trace.TraceWMSizeHints;sizehints, xw;0;;;0;;;0
menu.do_keepSelection;screen, GCC_UNUSED;0;;;0;;;0
util.ClearBelow;screen, row, len, top, xw;0;;;0;;;0
tabs.TabReset;i, tabs;0;;;0;;;0
input.filterAltMeta;enable, mask, result, kd;0;;;0;;;0
scrollbar.HandleScrollLock;xw, screen, GCC_UNUSED, param_count, params, w;0;;;0;;;0
Tekproc.TekInit;form_top, menu_top, menu_high, nargs, myArgs, iconic;0;;;0;;;0
ptydata.decodeUtf8;i, length, utf_count, utf_char, c, data;9;utf_char, data;Mandatory<->!OPT_WIDER_ICHAR, Mandatory<->!OPT_WIDER_ICHAR, Mandatory<->!OPT_WIDER_ICHAR, Mandatory<->OPT_TRACE > 1, Mandatory<->OPT_TRACE > 1, Mandatory<->OPT_TRACE > 1, Mandatory<->OPT_TRACE > 1, Mandatory<->OPT_TRACE > 1, Mandatory<->OPT_TRACE > 1;1;utf_char;Mandatory<->!OPT_WIDER_ICHAR;1
fontutils.useFaceSizes;result, n, broken_fonts, screen, first, lo_value, hi_value, value, xw;0;;;0;;;0
charproc.HandleKeymapChange;keymap, original, key_resources, mapName, mapClass, pmapName, pmapClass, len, GCC_UNUSED, param_count, params, w;0;;;0;;;0
util.scrolling_copy_area;nlines, amount, xw, firstline;0;;;0;;;0
menu.handle_vtshow;xw, screen, GCC_UNUSED, allowswitch;0;;;0;;;0
fontutils.lookupOneFontSize;screen, fnt, xw, fontnum;0;;;0;;;0
button.SendLocatorPosition;reply, screen, row, col, oor, button, state, xw, event;0;;;0;;;0
button.SelectionDone;GCC_UNUSED;0;;;0;;;0
button.LoseSelection;screen, atomP, i, xw, selection, w;0;;;0;;;0
menu.HandleAllowFontOps;GCC_UNUSED, param_count, params, w;0;;;0;;;0
fontutils.check_fontname;result, name;0;;;0;;;0
menu.HandleMetaEsc;GCC_UNUSED, param_count, params, w;0;;;0;;;0
screen.scrnHeadSize;result, count, screen;3;screen, result;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;0;;;1
main.resize_termcap;newtc, screen, ptr1, ptr2, i, li_first, temp, oldtc, xw;8;xw, newtc;Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS;3;xw;Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS, Mandatory<->USE_SYSV_ENVVARS;1
cachedGCs.getCgsFore;n, result, me, gc, xw, cgsWin;0;;;0;;;0
menu.HandleAllowTcapOps;GCC_UNUSED, param_count, params, w;0;;;0;;;0
menu.handle_tekshow;xw, screen, GCC_UNUSED, allowswitch;0;;;0;;;0
main.find_utmp;result, working, tofind;1;working;Mandatory<->OSMAJORVERSION < 5);0;;;1
xtermcap.get_tcap_buffer;screen, buffer, xw;2;xw, buffer;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;1;xw;Mandatory<->OPT_TEK4014;1
menu.HandleSetSelect;GCC_UNUSED, param_count, params, w;0;;;0;;;0
scrollback.getScrollback;result, which, where, screen, row;0;;;0;;;0
xtermcap.set_termcap;success, ignored, screen, buffer, temp, value, xw, name;3;xw, screen;Mandatory<->USE_TERMINFO, Mandatory<->USE_TERMINFO, USE_TERMINFO<->!USE_TERMINFO;0;;;1
charproc.restoremodes;screen, i, j, xw;14;screen, xw;Mandatory<->OPT_BLINK_CURS, Mandatory<->OPT_BLINK_CURS, Mandatory<->OPT_BLINK_CURS, Mandatory<->OPT_BLINK_CURS, Mandatory<->ALLOWLOGFILEONOFF, Mandatory<->ALLOWLOGFILEONOFF, Mandatory<->ALLOWLOGFILEONOFF, Mandatory<->OPT_FOCUS_EVENT, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE;3;screen, save_modes;Mandatory<->OPT_BLINK_CURS, Mandatory<->ALLOWLOGFILEONOFF, Mandatory<->ALLOWLOGFILEONOFF;1
button.ResetSelectionState;screen;0;;;0;;;0
misc.set_tek_visibility;tekParent, on;1;tekParent;Mandatory<->OPT_TOOLBAR;0;;;1
Tekproc.TekRealize;xw, screen, tw, tekscr, i, tek, d, border, pr, gcv, winX, winY, width, height, Tdefault, TEKgcFontMask, defwidth, defheight, result, args, icon_name, title, tek_icon_name, tek_title, gw, values, valuemaskp;2;tekscr;Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON;0;;;1
util.init_keyboard_type;wasSet, set, type, xw;0;;;0;;;0
input.hpfuncvalue;result, reply, kd;7;kd, reply;Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS, Mandatory<->OPT_HP_FUNC_KEYS;0;;;1
os2main.hungtty;GCC_UNUSED;0;;;0;;;0
misc.SysReasonMsg;code, name, code, name, n, result, code;0;;;0;;;0
menu.HandleSendSignal;sigtab, name, sig, name, sig, st, GCC_UNUSED, param_count, params, w;0;;;0;;;0
main.parse_tty_modes;mp, c, count, len, modelist, s;0;;;0;;;0
ptydata.initPtyData;data, result;0;;;0;;;0
scrollbar.ScrollBarDrawThumb;xw, screen, thumbTop, thumbHeight, totalHeight, scrollWidget;0;;;0;;;0
doublechr.xterm_DECSWL;GCC_UNUSED;0;;;0;;;0
screen.unsaveEditBufLines;j, extra, dst, src, k, src, sb, screen, n;11;screen, extra, src;Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, OPT_FIFO_LINES<->Mandatory;7;screen, LineData;Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES;1
charproc.HandleStructNotify;icon_name, args, xw, screen, buf, height, width, Vwin, info, save, GCC_UNUSED, event;26;screen, icon_name, xw, event, height, width;Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->!OPT_TOOLBAR, Mandatory<->!OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, !OPT_TOOLBAR<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, !OPT_TOOLBAR<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, !OPT_TOOLBAR<->OPT_TOOLBAR, !OPT_TOOLBAR<->OPT_TOOLBAR;10;icon_name, xw;Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_ZICONBEEP, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR, Mandatory<->OPT_TOOLBAR;1
vms.tt_read_ast;status, buff_addr;0;;;0;;;0
resize.readstring;last, c, it, fp, buf, str;5;it;|!defined(USG) && !defined(__UNIXOS2__)<->defined(USG) |||| defined(__UNIXOS2__), !defined(USG) && !defined(__UNIXOS2__)<->defined(USG) |||| defined(__UNIXOS2__), !defined(USG) && !defined(__UNIXOS2__)<->defined(USG) |||| defined(__UNIXOS2__), !defined(USG) && !defined(__UNIXOS2__)<->defined(USG) |||| defined(__UNIXOS2__), !defined(USG) && !defined(__UNIXOS2__)<->defined(USG) |||| defined(__UNIXOS2__)|;0;;;1
cachedGCs.myDrawable;drawable, xw, cgsWin;0;;;0;;;0
screen.ScrnInsertLine;screen, size, sb, where, last, xw, n;0;;;0;;;0
menu.update_font_doublesize;;0;;;0;;;0
misc.sortedOptDescs;res_array, j, res_count, descs;4;descs, res_array;Mandatory<->NO_LEAKS, Mandatory<->NO_LEAKS, Mandatory<->NO_LEAKS, Mandatory<->NO_LEAKS;2;res_array;NO_LEAKS<->Mandatory, NO_LEAKS<->Mandatory;1
menu.do_tekreset;gw, GCC_UNUSED;0;;;0;;;0
menu.update_menu_allowWindowOps;;0;;;0;;;0
menu.do_vtfont;xw, entryname, i, GCC_UNUSED, closure;0;;;0;;;0
scrollbar.DoResizeScreen;screen, border, min_wide, min_high, geomreqresult, reqWidth, reqHeight, repWidth, repHeight, saveWin, xw;27;screen, xw, repHeight, repWidth;Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->1, Mandatory<->NO_ACTIVE_ICON;3;screen, xw;Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->1;1
vms.trnlnm;status, num, len, attr, outlen, buffer_length, item_code, buffer_addr, return_length, out, id, in;0;;;0;;;0
charproc.SGR_Foreground;screen, fg, color, xw;2;color, screen;Mandatory<->EXP_BOGUS_FG, Mandatory<->EXP_BOGUS_FG;1;color;Mandatory<->EXP_BOGUS_FG;1
fontutils.xtermFreeFontInfo;target;0;;;0;;;0
cachedGCs.tracePixel;code, name, code, name, screen, result, n, temp, temp, xw, value;14;screen, n, value, result;Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES;9;screen, n, value;Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES;1
menu.update_num_lock;;0;;;0;;;0
menu.do_hangup;gw, GCC_UNUSED;0;;;0;;;0
fontutils.compatibleWideCounts;count_w, count_wb, wfs, wbfs;0;;;0;;;0
linedata.getLineData;result, buffer, max_row, screen, row;16;buffer, result, screen, row, max_row;Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->OPT_FIFO_LINES, Mandatory<->1, Mandatory<->1, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;1;screen;Mandatory<->OPT_WIDE_CHARS;1
charclass.noleaks_CharacterClass;;0;;;0;;;0
misc.xt_error;message;0;;;0;;;0
charproc.property_to_string;screen, dpy, result, list, length, rc, n, c, pass, need, s, text, xw;7;text, xw, rc, list, length;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;10;xw, rc, text, list, length;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory, OPT_WIDE_CHARS<->Mandatory;1
menu.update_menu_allowFontOps;;0;;;0;;;0
menu.do_allowTitleOps;xw, GCC_UNUSED, w;0;;;0;;;0
util.ClearInLine2;screen, ld, rc, n, attrs, saved_mode, done, col, flags, xw, len, row;0;;;0;;;0
menu.do_reversewrap;GCC_UNUSED;0;;;0;;;0
input.AdjustAfterInput;screen, col, xw;0;;;0;;;0
main.DeleteWindow;GCC_UNUSED, w;2;w;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;0;;;1
input.decfuncvalue;result, kd;0;;;0;;;0
charproc.FromAlternate;screen, xw;3;screen;Mandatory<->OPT_SAVE_LINES, Mandatory<->OPT_SAVE_LINES, Mandatory<->OPT_SAVE_LINES;0;;;1
charproc.v_write;riten, size, start, size, allocsize, data, len, f;21;len, data, f, size, riten, allocsize;Mandatory<->DEBUG, Mandatory<->DEBUG, Mandatory<->DEBUG, Mandatory<->DEBUG, Mandatory<->DEBUG, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->DEBUG, Mandatory<->DEBUG, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->VMS, Mandatory<->DEBUG, Mandatory<->DEBUG;2;len;Mandatory<->DEBUG, Mandatory<->DEBUG;1
misc.do_dcs;screen, reply, cp, okay, params, fkey, state, code, tmp, parsed, event, dcslen, xw, dcsbuf;28;cp, xw, screen, code;Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, OPT_TCAP_QUERY<->OPT_ISO_COLORS, Mandatory<->OPT_ISO_COLORS, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY;7;cp, xw, code;Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, Mandatory<->OPT_TCAP_QUERY, OPT_TCAP_QUERY<->OPT_ISO_COLORS;1
trace.visibleXError;temp, result, code;0;;;0;;;0
button.HandleInsertSelection;xw, ldelta, screen, num_params, params, event, w;6;xw, event;Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE;5;xw, event;Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE, Mandatory<->OPT_READLINE;1
button.AppendStrToSelectionBuffer;j, k, line, text, screen, len;0;;;0;;;0
util.isDefaultBackground;name;0;;;0;;;0
util.ClearInLine;screen, flags, col, xw, len, row;0;;;0;;;0
fontutils.xtermSaveFontInfo;screen, font;0;;;0;;;0
print.send_CharSet;msg, ld, xw;4;ld, xw;Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET;0;;;1
menu.update_decbkm;;0;;;0;;;0
button.parseItem;nextp, value, nextc;0;;;0;;;0
misc.dabbrev_prev_char;result, firstLine, cell, screen, ld;0;;;0;;;0
charproc.window_ops;screen, values, win_attrs, value_mask, root_width, root_height, last, item, item, xw;7;xw, screen;Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE;3;xw;Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE, Mandatory<->OPT_MAXIMIZE;1
menu.HandleMarginBell;GCC_UNUSED, param_count, params, w;0;;;0;;;0
fontutils.derive_font_name;result, use_average_width, use_encoding, use_weight, props;0;;;0;;;0
ptydata.writePtyData;n, d, len, f;0;;;0;;;0
cachedGCs.relinkData;me, item;0;;;0;;;0
scrollbar.HandleScrollBack;amount, GCC_UNUSED, params, xw, nparams;0;;;0;;;0
util.recolor_cursor;dpy, colordefs, cursor, screen, bg, fg;0;;;0;;;0
button.alloc8bitTargets;resultp, result, n, screen, w;3;result, n, w;Mandatory<->X_HAVE_UTF8_STRING, Mandatory<->X_HAVE_UTF8_STRING, Mandatory<->X_HAVE_UTF8_STRING;0;;;1
trace.visibleIChar;result, used, limit, dst, value, buf, len;3;value, dst;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;0;;;1
menu.do_scrollbar;GCC_UNUSED;0;;;0;;;0
print.xtermPrintEverything;screen, top, bot, was_open, p, xw;0;;;0;;;0
screen.ClearBufRows;screen, len, row, ld, last, xw, first;0;;;0;;;0
fontutils.xtermSpecialFont;old_spacing, old_props, props, result, weight, pixel_size, res_x, res_y, screen, atts, chrset;15;res_x, res_y, pixel_size, props, atts, chrset;Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE, Mandatory<->OPT_TRACE;1;props;Mandatory<->OPT_TRACE;1
Tekproc.TekSimulatePageButton;tekscr, reset, tw;0;;;0;;;0
fontutils.lookupRelativeFontSize;screen, n, m, cmp_0, cmp_m, cmp_0, cmp_m, relative, old, xw;28;xw, relative, n, old, m;Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT;31;xw, relative, n, old, m, cmp_0, cmp_m;Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory, OPT_RENDERFONT<->Mandatory;1
cachedGCs.setCgsCSet;me, cset, cgsId, xw, cgsWin;0;;;0;;;0
charproc.VTNonMaskableEvent;GCC_UNUSED, event;0;;;0;;;0
screen.ReallocateBufOffsets;screen, i, newBufHead, oldBufData, oldBufHead, old_jump, new_jump, new_ptrs, dstCols, srcCols, dstPtrs, srcPtrs, nextPtr, nrow, ncol, xw, sbuf, sbufaddr;0;;;0;;;0
main.HsSysError;handshake, error;0;;;0;;;0
print.printCursorLine;screen, xw;0;;;0;;;0
fontutils.xtermXftMissing;result, screen, font, wc, xw;4;wc;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;0;;;1
util.ReverseVideo;screen, listToSwap, numToSwap, tekscr, tekwin, xw;8;xw, screen;Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;2;xw;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;1
misc.HandleFocusChange;event, xw, screen, GCC_UNUSED, ev;3;event, xw;Mandatory<->OPT_FOCUS_EVENT, Mandatory<->OPT_FOCUS_EVENT, Mandatory<->OPT_FOCUS_EVENT;2;event, type;Mandatory<->OPT_FOCUS_EVENT, Mandatory<->OPT_FOCUS_EVENT;1
resize.onintr;GCC_UNUSED;0;;;0;;;0
menu.HandleTekPage;GCC_UNUSED, w;0;;;0;;;0
menu.update_font_boxchars;;0;;;0;;;0
misc.selectwindow;screen, flag;2;screen, flag;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;0;;;1
doublechr.xterm_DECDWL;GCC_UNUSED;0;;;0;;;0
button.UTF8toLatin1;buffer, used, offset, p, data, fails, extra, value, eqv, screen, s, len, result;0;;;0;;;0
util.ClearAbove;screen, row, len, top, height, xw;0;;;0;;;0
